Ride_ID;Driver_ID;Customer_ID;Driver_Name;Pickup_Location;Dropoff_Location;Ride_Start_Time;Ride_End_Time;Ride_Fare;Day_of_Week;Hour_of_Day;Peak_Hours;Driver_Rating;Past_Cancellations;Weather_Condition;Traffic_Condition;Cancellation_Reason;Cancellation_Status
b99b48dc-9d98-4ffb-ae25-478ac1e03fdb;2461;3461;James White;Evelynbury;South Amandastad;2025-01-01 03:18:23;2025-01-01 10:28:56;46,76;Wednesday;3;0;4,1;4;Clear;Low;Customer no-show;Completed
2771c4cf-16c2-4c9c-8aef-62f416c53cdd;2462;3462;Emily Johnson;Paulport;Port Kyle;2025-01-01 05:19:21;2025-01-01 11:30:17;96,09;Wednesday;5;0;4,5;5;Clear;Low;Traffic conditions;Completed
e6f6492c-2137-4acf-bde6-adf4f73a2a00;2463;3463;Jessica Martinez;Lake Andrea;North Tonya;2025-01-01 11:25:51;2025-01-01 12:44:36;55,77;Wednesday;11;0;3,7;0;Stormy;Medium;Driver requested offline trip;Completed
994b6c24-8ba9-432c-bdcf-6c2348938854;2464;3464;Sarah Davis;East Clairestad;West Judith;2025-01-01 08:08:38;2025-01-01 12:16:00;64,18;Wednesday;8;1;4,5;3;Rainy;High;Driver requested offline trip;Completed
2515dab3-c339-4626-9158-319749d0fa5e;2465;3465;Laura Thomas;New Corey;Keyhaven;2025-01-01 07:24:50;2025-01-01 07:24:50;12,66;Wednesday;7;1;5,0;5;Rainy;High;Traffic conditions;Cancelled
838f3899-e0ca-432d-bc58-a75d1f852f14;2466;3466;David Wilson;Port Stephanie;New Debra;2025-01-01 05:02:39;2025-01-01 12:47:19;7,23;Wednesday;5;0;3,6;0;Stormy;Low;Customer no-show;Completed
31fcec00-5d73-4da2-ab35-ece3cdb57ab4;2467;3467;Emily Johnson;Suttonshire;Lake Richardfort;2025-01-01 07:38:06;2025-01-01 09:52:26;45,36;Wednesday;7;1;5,0;2;Rainy;High;Driver requested offline trip;Completed
30b5716e-ba5e-411c-a384-2a9fa40f15ba;2468;3468;Laura Thomas;Smithland;Gonzalezchester;2025-01-01 00:10:45;2025-01-01 09:45:39;33,42;Wednesday;0;0;4,1;1;Rainy;Low;;Cancelled
25bb6b93-5ce5-4012-bfbd-57835556a5ab;2469;3469;Emily Johnson;Carsonshire;Port Ashley;2025-01-01 06:33:28;2025-01-01 06:33:28;34,96;Wednesday;6;0;4,8;5;Stormy;Low;Traffic conditions;Completed
60f32491-300a-4212-97ba-dd49f18a8f82;2470;3470;Jessica Martinez;Barnesbury;Lake Brooke;2025-01-01 05:48:18;2025-01-01 05:48:18;42,94;Wednesday;5;0;4,7;3;Clear;Low;Traffic conditions;Completed
05fa3fde-beb6-4baf-a956-df6106f3ecec;2471;3471;Emily Johnson;North Ralphstad;Port Amber;2025-01-01 00:55:28;2025-01-01 00:55:28;43,57;Wednesday;0;0;4,4;0;Stormy;Low;Driver requested offline trip;Completed
16c9091a-e8fa-4ade-af1e-110d1cad3a0a;2472;3472;John Smith;North Cherylton;Sullivanhaven;2025-01-01 09:03:23;2025-01-01 09:03:23;53,17;Wednesday;9;1;4,6;0;Clear;High;Customer no-show;Completed
752f969c-93db-45c4-b34c-ff504dee44ab;2473;3473;Daniel Anderson;Lake Jacob;East Juliefort;2025-01-01 02:13:30;2025-01-01 08:10:22;57,7;Wednesday;2;0;4,8;5;Clear;Low;;Completed
d3d8121c-38df-40a1-a73c-7898c55404c1;2474;3474;Michael Brown;North Eric;Flynnstad;2025-01-01 08:56:41;2025-01-01 09:51:37;99,98;Wednesday;8;1;4,1;0;Rainy;High;Customer no-show;Completed
4a9e9092-c3f9-4987-8232-5ea90375fef3;2475;3475;James White;North Suzanneside;Reyesville;2025-01-01 01:11:50;2025-01-01 08:46:21;84,06;Wednesday;1;0;4,0;1;Rainy;Low;Traffic conditions;Completed
9f3269c3-8c17-40e0-81d5-cc2d5cdc3e92;2476;3476;Laura Thomas;Neilmouth;Lake Michaeltown;2025-01-01 05:54:29;2025-01-01 05:54:29;53,58;Wednesday;5;0;4,5;0;Clear;Low;Customer no-show;Completed
e299d031-8f00-483d-9a9e-80818cde00e0;2477;3477;David Wilson;Vanceshire;Fieldstown;2025-01-01 03:42:35;2025-01-01 03:42:35;64,64;Wednesday;3;0;4,7;4;Clear;Low;Driver requested offline trip;Cancelled
0e9bc4d7-344c-4d54-a8cd-f65497379465;2478;3478;Michael Brown;Port Philipmouth;Smithbury;2025-01-01 03:34:12;2025-01-01 09:48:14;76,4;Wednesday;3;0;4,6;4;Rainy;Low;Driver requested offline trip;Completed
03419def-003e-4291-931e-3de0b928dda7;2479;3479;Emily Johnson;Lake Michelleport;Ericatown;2025-01-01 05:42:48;2025-01-01 05:42:48;65,38;Wednesday;5;0;4,7;0;Foggy;Low;Traffic conditions;Completed
85e375dd-604d-4124-be68-c6dad4845f28;2480;3480;Laura Thomas;Pageshire;Sanchezland;2025-01-01 03:54:07;2025-01-01 08:40:33;95,66;Wednesday;3;0;4,2;5;Clear;Low;Driver requested offline trip;Completed
4283c479-b015-4ec5-b479-40304086a651;2481;3481;Sarah Davis;Patelfort;Albertton;2025-01-01 01:00:46;2025-01-01 08:43:45;70,75;Wednesday;1;0;4,7;4;Clear;Low;Customer no-show;Completed
4855c591-6048-43fb-b7ef-ebd2e4645607;2482;3482;Laura Thomas;Murphyfurt;Wadestad;2025-01-01 08:07:34;2025-01-01 09:20:44;28,93;Wednesday;8;1;3,7;3;Clear;High;;Completed
49b44c10-8ffc-4d9c-aa19-52afccb32829;2483;3483;David Wilson;Jasonbury;Lake David;2025-01-01 04:32:19;2025-01-01 10:38:24;43,84;Wednesday;4;0;4,3;4;Rainy;Low;Customer no-show;Completed
6ca782bc-a982-4d5d-b761-398f0ecb3143;2484;3484;Laura Thomas;New Kristinville;Lake Mark;2025-01-01 04:47:28;2025-01-01 10:31:41;90,3;Wednesday;4;0;3,5;0;Stormy;Low;Driver requested offline trip;Completed
f02fe30a-d821-44e7-bf4b-7936909e5d6b;2485;3485;Jessica Martinez;Lake Kevinport;South Laurie;2025-01-01 02:09:38;2025-01-01 02:09:38;72,35;Wednesday;2;0;4,0;5;Clear;Low;Traffic conditions;Completed
703f8dde-5559-4f17-a2c3-97d72fb8a8d4;2486;3486;Laura Thomas;Port Ericaside;Anthonyhaven;2025-01-01 02:51:45;2025-01-01 08:07:27;34,4;Wednesday;2;0;4,0;2;Clear;Low;Driver requested offline trip;Cancelled
1ae1760c-1b18-4c7f-8cb7-57451adff078;2487;3487;Jessica Martinez;West Bradleyside;New Sherri;2025-01-01 01:39:13;2025-01-01 10:58:42;35,05;Wednesday;1;0;4,1;5;Clear;Low;Traffic conditions;Completed
cd5430ab-7db6-4e29-8240-4c89d5777c7d;2488;3488;Laura Thomas;Brownstad;South Heatherstad;2025-01-01 03:19:58;2025-01-01 07:35:26;48,39;Wednesday;3;0;4,5;5;Stormy;Low;Driver requested offline trip;Completed
4f4d05f1-dc88-40a5-9240-a0338e31206e;2489;3489;John Smith;Port Aaron;Connieview;2025-01-01 12:40:56;2025-01-01 12:40:56;31,1;Wednesday;12;0;4,1;5;Stormy;Medium;;Cancelled
44ae0f01-4770-426c-abbf-7a137f03ca22;2490;3490;David Wilson;West Brandon;North Scott;2025-01-01 01:08:49;2025-01-01 01:09:26;28,36;Wednesday;1;0;4,2;3;Clear;Low;;Completed
82eeec4a-48a1-4e87-84b1-52f689c86378;2491;3491;James White;South Beverly;New Paulburgh;2025-01-01 00:33:42;2025-01-01 03:16:28;74,2;Wednesday;0;0;3,9;1;Clear;Low;Customer no-show;Completed
e2ebf8e8-4a1f-464f-9855-7c89cc3d7922;2492;3492;Laura Thomas;Bethbury;Carloshaven;2025-01-01 10:55:50;2025-01-01 10:55:50;18,26;Wednesday;10;1;4,1;0;Foggy;Medium;Driver requested offline trip;Cancelled
a0241200-eda5-4036-90f9-93920174a6d1;2493;3493;Jessica Martinez;Yvonneland;Lake Melissa;2025-01-01 11:27:28;2025-01-01 11:27:28;56,26;Wednesday;11;0;3,8;1;Stormy;Medium;;Completed
8cbdeae3-bcbd-4ce5-b8a8-993140e81a62;2494;3494;James White;Hughesberg;Benjaminhaven;2025-01-01 10:01:54;2025-01-01 10:01:54;47,54;Wednesday;10;1;3,6;2;Foggy;Medium;;Completed
ca01afd5-4135-4091-ac0d-954f99c63e53;2495;3495;David Wilson;South Tylerport;Danielborough;2025-01-01 12:16:34;2025-01-01 12:16:34;49,81;Wednesday;12;0;4,4;1;Clear;Medium;Driver requested offline trip;Completed
5089f670-08ee-43f4-9130-4b6897217007;2496;3496;Emily Johnson;Port Ashleyborough;Bradleyberg;2025-01-01 13:00:10;2025-01-01 13:00:10;9,34;Wednesday;13;0;4,5;0;Clear;Medium;Traffic conditions;Completed
e4b2343f-99c1-432a-88e6-02be21b0f303;2497;3497;Sarah Davis;Mckenzieland;Robertport;2025-01-01 04:14:38;2025-01-01 05:55:40;99,85;Wednesday;4;0;4,4;0;Clear;Low;Driver requested offline trip;Cancelled
eb767295-04f1-402b-a18f-7f977029d3fc;2498;3498;James White;New Ryan;West Matthew;2025-01-01 04:59:39;2025-01-01 04:59:39;65,33;Wednesday;4;0;4,2;2;Clear;Low;Customer no-show;Completed
b0602b35-c5a8-4965-bc64-97283326cd07;2499;3499;Daniel Anderson;North Lynn;South Angelamouth;2025-01-01 10:34:59;2025-01-01 12:21:17;89,09;Wednesday;10;1;4,1;0;Rainy;Medium;Traffic conditions;Completed
47a49a2d-9878-4dc7-8c16-5c70f0093f5d;2500;3500;Sarah Davis;Lake Chris;Johnton;2025-01-01 02:49:50;2025-01-01 02:49:50;40,07;Wednesday;2;0;4,8;2;Rainy;Low;Customer no-show;Cancelled
3b89d79d-2eae-4484-8c3f-6b5cce76aa06;2501;3501;Sarah Davis;Christopherborough;West Terryport;2025-01-01 13:00:04;2025-01-01 13:00:04;81,33;Wednesday;13;0;4,3;2;Rainy;Medium;Customer no-show;Completed
5b758091-6634-458c-80da-f39cc6f78020;2502;3502;James White;Leahburgh;South Matthewstad;2025-01-01 02:31:39;2025-01-01 07:48:20;8,21;Wednesday;2;0;4,2;0;Foggy;Low;Traffic conditions;Cancelled
a6f4ed46-d737-417e-b335-74bd799f1190;2503;3503;Emily Johnson;North Terry;Alexanderfurt;2025-01-01 12:36:59;2025-01-01 12:36:59;82,96;Wednesday;12;0;3,5;4;Stormy;Medium;Traffic conditions;Cancelled
0c527555-0eea-4f13-b64d-a5918998d3c6;2504;3504;Michael Brown;Jefferyside;South Stephanie;2025-01-01 03:38:44;2025-01-01 03:38:44;69,3;Wednesday;3;0;4,0;2;Clear;Low;Traffic conditions;Completed
024b8d6c-2335-4fab-a297-2070be324b97;2505;3505;Sarah Davis;Port Jacquelineshire;Johnsonstad;2025-01-01 05:37:32;2025-01-01 11:10:55;76,22;Wednesday;5;0;4,1;0;Stormy;Low;;Completed
c91cef0d-208c-4475-8290-427f3cbb73c7;2506;3506;David Wilson;Smithberg;Kristiton;2025-01-01 06:44:50;2025-01-01 09:52:37;29,23;Wednesday;6;0;4,1;4;Rainy;Low;;Completed
4cc49338-04d4-4f43-9cfa-c65f7c3c1e0d;2507;3507;John Smith;West Michael;Ibarraburgh;2025-01-01 03:51:13;2025-01-01 10:07:22;45,46;Wednesday;3;0;4,4;2;Clear;Low;Customer no-show;Cancelled
28ac7873-d99f-404c-b703-3b7f434d22ea;2508;3508;Emily Johnson;Boltonstad;South Brian;2025-01-01 01:34:57;2025-01-01 12:58:59;99,41;Wednesday;1;0;4,3;4;Clear;Low;Driver requested offline trip;Completed
9ae427aa-aebd-4b8f-a866-07d561740fab;2509;3509;Laura Thomas;South Heidi;East Adamville;2025-01-01 06:04:25;2025-01-01 06:04:25;13,36;Wednesday;6;0;4,4;3;Foggy;Low;Driver requested offline trip;Completed
b8873787-1c61-4197-9863-3366018a1284;2510;3510;John Smith;Samanthafurt;Wendyland;2025-01-01 06:30:48;2025-01-01 10:17:10;31,64;Wednesday;6;0;4,6;5;Stormy;Low;;Completed
efba2967-316c-40c1-a679-7d441acb07c7;2511;3511;Sophia Harris;Angelahaven;Danamouth;2025-01-01 02:36:43;2025-01-01 03:12:15;72,58;Wednesday;2;0;4,7;3;Foggy;Low;Customer no-show;Completed
b09d4473-c6c8-4597-b15b-f344f3f7cbc4;2512;3512;Michael Brown;Lucasshire;East Ryan;2025-01-01 04:40:29;2025-01-01 06:30:06;67,97;Wednesday;4;0;4,6;4;Rainy;Low;;Completed
64741f8c-00e0-4b90-b147-6ae5064022b5;2513;3513;David Wilson;Crystalburgh;Jacobtown;2025-01-01 12:59:06;2025-01-01 12:59:06;98,55;Wednesday;12;0;4,9;2;Stormy;Medium;Customer no-show;Cancelled
5e1dc7b2-e426-4f86-a486-65eb7712d011;2514;3514;Sarah Davis;South Carolynside;West Hollytown;2025-01-01 08:27:10;2025-01-01 08:52:34;57,19;Wednesday;8;1;3,5;0;Rainy;High;;Completed
7e2cb7ec-3202-4acd-b1b3-d18fb52581e6;2515;3515;James White;North Amyview;Smithbury;2025-01-01 10:13:22;2025-01-01 10:37:09;69,75;Wednesday;10;1;3,8;1;Foggy;Medium;Driver requested offline trip;Completed
1855cc0d-7af3-4f6e-ad9b-c7164f63daca;2516;3516;Laura Thomas;Ramoschester;Valdezton;2025-01-01 05:42:04;2025-01-01 05:42:04;63,05;Wednesday;5;0;3,5;0;Foggy;Low;Customer no-show;Completed
b55b6073-a9a8-47ec-bf66-f5f8f876999f;2517;3517;John Smith;Allenland;North Chelsea;2025-01-01 01:35:28;2025-01-01 02:38:36;74,09;Wednesday;1;0;4,5;1;Clear;Low;Customer no-show;Cancelled
05c81f2b-8e9a-4e65-8ac4-39abab4e38c0;2518;3518;Laura Thomas;Fernandezshire;Port Alexanderville;2025-01-01 11:02:41;2025-01-01 11:02:41;96,94;Wednesday;11;0;4,8;1;Stormy;Medium;Customer no-show;Completed
3a87c52b-29da-421d-9091-ea9df885b1e6;2519;3519;Jessica Martinez;South Justinland;North Kimberlyburgh;2025-01-01 01:59:09;2025-01-01 06:02:36;32,14;Wednesday;1;0;3,9;2;Stormy;Low;Driver requested offline trip;Completed
b3fa14cc-9e08-43da-b4fa-642e54ca64b7;2520;3520;Emily Johnson;Lindsayfurt;Port Susanhaven;2025-01-01 08:41:03;2025-01-01 12:10:16;64,75;Wednesday;8;1;4,9;4;Clear;High;;Completed
95ed5bcc-a9a6-49c6-b17d-4b0bc5e05638;2521;3521;Daniel Anderson;Grossport;Carsonmouth;2025-01-01 05:26:46;2025-01-01 07:45:18;8,0;Wednesday;5;0;3,6;0;Stormy;Low;Traffic conditions;Completed
885b6dc7-da14-4396-9494-3b2b94e8022a;2522;3522;Michael Brown;Rossburgh;West Donaldchester;2025-01-01 02:30:51;2025-01-01 08:46:53;95,34;Wednesday;2;0;4,9;4;Rainy;Low;Driver requested offline trip;Completed
71518a81-0b12-45fe-820e-ed358ebfe53f;2523;3523;Laura Thomas;East Christophertown;Brettberg;2025-01-01 12:03:34;2025-01-01 12:03:34;53,67;Wednesday;12;0;4,0;3;Rainy;Medium;Customer no-show;Cancelled
693f2156-7f88-4a7b-b479-bff50918ad0e;2524;3524;Sophia Harris;Bowenstad;New Rose;2025-01-01 11:30:12;2025-01-01 11:30:12;44,21;Wednesday;11;0;3,7;2;Foggy;Medium;;Completed
419fccfa-d2f4-448a-8de8-e096adb71dc7;2525;3525;David Wilson;Matthewsfurt;Port Danielle;2025-01-01 08:05:07;2025-01-01 08:05:07;49,99;Wednesday;8;1;4,2;2;Rainy;High;Driver requested offline trip;Completed
f0bd4625-dbe9-43ae-a591-3d068e4e5bac;2526;3526;David Wilson;South Joemouth;Jamesmouth;2025-01-01 09:34:04;2025-01-01 09:34:04;32,89;Wednesday;9;1;3,9;3;Stormy;High;Driver requested offline trip;Cancelled
3ada71ee-7b88-4b37-8f51-09dec62cb4d8;2527;3527;Jessica Martinez;North Masonmouth;Aarontown;2025-01-01 12:40:04;2025-01-01 12:40:04;17,99;Wednesday;12;0;3,9;0;Clear;Medium;;Completed
5d207412-4777-4def-95e7-fa91ec413a7c;2528;3528;John Smith;Lake Deniseland;West Robert;2025-01-01 03:58:14;2025-01-01 05:10:45;31,42;Wednesday;3;0;4,0;5;Foggy;Low;Other;Cancelled
52cf1585-e550-484e-9a90-1759b4322e5e;2529;3529;Emily Johnson;Johnbury;Hugheschester;2025-01-01 09:31:22;2025-01-01 09:31:22;46,37;Wednesday;9;1;4,7;3;Clear;High;Driver requested offline trip;Completed
67796e6b-1cc1-46b2-944f-0fecb757363f;2530;3530;Jessica Martinez;Collinschester;Lake Sarahton;2025-01-01 11:59:01;2025-01-01 11:59:01;83,15;Wednesday;11;0;4,3;0;Foggy;Medium;;Completed
32b46dd4-4d06-45cf-800b-04f97a0da32c;2531;3531;Sarah Davis;Aaronton;Michaelfurt;2025-01-01 04:19:44;2025-01-01 10:44:25;58,41;Wednesday;4;0;4,0;1;Foggy;Low;Driver requested offline trip;Cancelled
086a0317-e43b-4668-9d7b-306bee182722;2532;3532;Emily Johnson;New Calvinchester;Lake Amandaview;2025-01-01 00:11:12;2025-01-01 00:35:23;60,06;Wednesday;0;0;4,4;2;Clear;Low;Traffic conditions;Completed
214ee88a-df9c-49aa-a77d-e95b303809f3;2533;3533;Michael Brown;Nicholsland;Marshburgh;2025-01-01 01:41:30;2025-01-01 12:43:12;47,01;Wednesday;1;0;4,6;0;Rainy;Low;Driver requested offline trip;Cancelled
22f3bbda-2586-43dd-90ee-5a39f1a8f8d1;2534;3534;Laura Thomas;Johnfort;West Darrylside;2025-01-01 00:50:58;2025-01-01 06:10:51;85,75;Wednesday;0;0;3,9;4;Rainy;Low;;Cancelled
6ff06038-688b-44e6-a10f-12b0f1f44498;2535;3535;John Smith;Pattersonview;North Rebeccabury;2025-01-01 01:02:51;2025-01-01 10:51:51;58,12;Wednesday;1;0;4,1;4;Rainy;Low;;Completed
26e331cf-d028-492d-9c7e-94145a141f9f;2536;3536;John Smith;Port Jonathan;East Tracey;2025-01-01 02:53:39;2025-01-01 02:53:39;93,37;Wednesday;2;0;3,7;2;Rainy;Low;Driver requested offline trip;Completed
d8ad8a20-d3ca-43fa-b9b0-7665a1e2d900;2537;3537;Emily Johnson;South Lee;South Renee;2025-01-01 09:16:02;2025-01-01 09:16:02;47,1;Wednesday;9;1;3,8;3;Clear;High;;Completed
104fffb5-1a1e-4ac3-929e-4f20a34f6390;2538;3538;Emily Johnson;Danielchester;West Angelicabury;2025-01-01 01:43:38;2025-01-01 03:20:22;75,46;Wednesday;1;0;4,5;5;Stormy;Low;Traffic conditions;Completed
fc9e8159-43da-486d-855e-ecff9c8e5bd9;2539;3539;Michael Brown;East Josephland;Garciaport;2025-01-01 11:46:50;2025-01-01 11:46:50;84,63;Wednesday;11;0;3,8;3;Foggy;Medium;Other;Completed
3b355a43-55bd-41e8-a047-3df727ed0bbe;2540;3540;Emily Johnson;Port Randall;West Anthonyside;2025-01-01 04:16:05;2025-01-01 04:44:09;28,94;Wednesday;4;0;4,3;0;Clear;Low;Traffic conditions;Completed
01f17f73-c817-4d4f-91ea-e8cd47e18ce2;2541;3541;Sarah Davis;Millsland;South Christopher;2025-01-01 12:16:35;2025-01-01 12:16:35;79,11;Wednesday;12;0;4,6;3;Rainy;Medium;Customer no-show;Completed
b3f14b75-578f-44fe-bb3e-08af236b2966;2542;3542;Sarah Davis;Hornview;North Joseph;2025-01-01 06:03:51;2025-01-01 06:03:51;64,7;Wednesday;6;0;3,7;2;Rainy;Low;Customer no-show;Completed
98f59c47-1d1e-4464-bf4a-ea5a82c71811;2543;3543;Laura Thomas;Port Sabrinaview;Jonesborough;2025-01-01 04:37:18;2025-01-01 04:37:18;58,23;Wednesday;4;0;4,4;0;Clear;Low;Driver requested offline trip;Cancelled
61bda327-db21-45c1-9dda-1fb84af1efc1;2544;3544;Michael Brown;Tomburgh;Port Amandaport;2025-01-01 01:11:35;2025-01-01 01:11:35;16,3;Wednesday;1;0;3,9;1;Foggy;Low;Traffic conditions;Completed
8ac693c0-4444-477f-a2ff-e22d3bb5116f;2545;3545;Jessica Martinez;Kimberlyshire;West Victoria;2025-01-01 07:08:39;2025-01-01 11:39:07;66,25;Wednesday;7;1;4,9;3;Clear;High;;Completed
f977d9fe-9433-40d4-9d66-f3e07c840e64;2546;3546;Sophia Harris;Parkerfurt;Sandraburgh;2025-01-01 10:03:10;2025-01-01 12:20:46;24,77;Wednesday;10;1;4,2;3;Clear;Medium;Other;Completed
f46d0cdf-4770-4052-aed4-f4d96a7b7e32;2547;3547;James White;Port Teresa;Hannahton;2025-01-01 04:21:51;2025-01-01 09:09:05;44,08;Wednesday;4;0;4,7;5;Stormy;Low;Driver requested offline trip;Completed
dca9c3fb-62b3-4f42-93a0-8dafdea54aa0;2548;3548;James White;Peterport;Scottland;2025-01-01 11:50:33;2025-01-01 11:50:33;19,52;Wednesday;11;0;4,3;0;Clear;Medium;Other;Completed
689be447-f280-4696-a87a-70c6513fc5be;2549;3549;Daniel Anderson;Harrishaven;North Crystal;2025-01-01 04:08:23;2025-01-01 04:08:23;67,72;Wednesday;4;0;3,6;4;Stormy;Low;;Cancelled
9db81acf-0871-43b3-9040-5d01edcde0d3;2550;3550;Laura Thomas;Port Michaelport;East Shelby;2025-01-01 02:45:27;2025-01-01 06:34:45;50,25;Wednesday;2;0;4,4;3;Foggy;Low;Customer no-show;Completed
e8308da3-776b-4f63-9b04-2c940d45cee6;2551;3551;John Smith;North Matthewview;North Jefferyfurt;2025-01-01 10:39:58;2025-01-01 12:41:11;28,11;Wednesday;10;1;4,9;2;Clear;Medium;Traffic conditions;Cancelled
61c3cca3-4db2-409c-ab21-be5c20bbadc0;2552;3552;Laura Thomas;Lake Ronniefurt;Navarrotown;2025-01-01 03:33:34;2025-01-01 06:25:24;35,5;Wednesday;3;0;4,4;3;Clear;Low;Traffic conditions;Completed
7bc3ee9f-184a-431d-a9f8-bce56b0a16fe;2553;3553;James White;Zhangberg;South Xavierland;2025-01-01 04:13:26;2025-01-01 10:54:13;14,13;Wednesday;4;0;4,7;5;Rainy;Low;Other;Completed
22b4e850-a2c8-4975-a1ba-9eab7b3b4c8b;2554;3554;Jessica Martinez;Pittmanborough;West Tylermouth;2025-01-01 01:15:03;2025-01-01 03:09:47;27,46;Wednesday;1;0;4,8;1;Clear;Low;Customer no-show;Completed
2aa17c8b-b441-447a-b6a5-437789d1ac21;2555;3555;John Smith;South Heatherberg;New Benjamin;2025-01-01 07:22:23;2025-01-01 07:22:23;7,12;Wednesday;7;1;3,8;5;Rainy;High;Driver requested offline trip;Completed
d7d5efa2-7198-44a1-bcff-1014193a8de3;2556;3556;David Wilson;Port Ronald;East Amberchester;2025-01-01 00:49:13;2025-01-01 04:45:09;7,26;Wednesday;0;0;3,8;3;Rainy;Low;Driver requested offline trip;Completed
3abff03b-b50a-4f2b-8766-9e54e0c3c661;2557;3557;Sarah Davis;Lake Kathleen;Leechester;2025-01-01 04:02:04;2025-01-01 09:39:10;68,79;Wednesday;4;0;4,4;4;Rainy;Low;Customer no-show;Cancelled
e88092e2-bb45-4576-b2bf-294cacad3b36;2558;3558;Laura Thomas;North Jon;Lake Nicole;2025-01-01 01:24:19;2025-01-01 02:51:46;58,96;Wednesday;1;0;4,1;3;Foggy;Low;Driver requested offline trip;Completed
d25073f0-9d7d-4bd1-9bb8-556ab2653dfb;2559;3559;David Wilson;North Nicoleport;Hendricksmouth;2025-01-01 00:26:26;2025-01-01 00:26:26;35,11;Wednesday;0;0;4,8;0;Stormy;Low;;Completed
1649cbe5-033a-46de-89bd-94c12f20ec7a;2560;3560;Michael Brown;New Daniel;Moodyhaven;2025-01-01 07:07:25;2025-01-01 07:07:25;35,54;Wednesday;7;1;4,9;3;Rainy;High;;Completed
d2e3c03f-00fb-49ee-b948-4e0db79f4287;2561;3561;David Wilson;Josephbury;Lake Andrew;2025-01-01 01:21:53;2025-01-01 09:38:43;63,84;Wednesday;1;0;4,0;4;Clear;Low;;Completed
ee9b1fce-4215-4e5e-99e6-e79916a19bd4;2562;3562;Daniel Anderson;Grahamshire;West Kevin;2025-01-01 02:41:45;2025-01-01 05:35:06;52,62;Wednesday;2;0;3,9;0;Clear;Low;;Completed
d138c39b-196e-4b06-beed-07dd1c4c0896;2563;3563;Daniel Anderson;Davidview;West Jefferyberg;2025-01-01 00:39:37;2025-01-01 09:41:38;25,22;Wednesday;0;0;4,7;2;Rainy;Low;Driver requested offline trip;Cancelled
7b020986-f01b-4e69-aa20-13679b5ddfe8;2564;3564;John Smith;Molinashire;Allenside;2025-01-01 05:49:03;2025-01-01 10:23:59;84,15;Wednesday;5;0;3,9;0;Rainy;Low;Driver requested offline trip;Completed
ec39e9aa-1108-4750-bf9d-c1ea8583dbf9;2565;3565;John Smith;South Kara;South Bethmouth;2025-01-01 07:00:10;2025-01-01 13:06:56;92,34;Wednesday;7;1;4,7;5;Clear;High;Other;Cancelled
56e8dbca-e4b3-4074-bd3d-8ad3f5ada578;2566;3566;Sarah Davis;Chavezport;Nicholsborough;2025-01-01 09:48:46;2025-01-01 09:48:46;34,93;Wednesday;9;1;4,1;1;Rainy;High;Other;Cancelled
a4c0b603-3fcb-4ee7-b24f-caa75f238a2b;2567;3567;Michael Brown;Barbaraland;Lake Melissa;2025-01-01 05:44:49;2025-01-01 11:33:55;98,75;Wednesday;5;0;4,5;5;Stormy;Low;;Completed
e5b2b50c-d2bf-46dc-9ae9-d4e2d239162e;2568;3568;James White;Lindashire;Lake Annview;2025-01-01 02:45:13;2025-01-01 04:17:23;90,12;Wednesday;2;0;3,6;0;Stormy;Low;Traffic conditions;Completed
bb53998e-7523-4b77-910f-bb5732ba5db0;2569;3569;Sophia Harris;New Patriciabury;Erikamouth;2025-01-01 08:49:10;2025-01-01 08:49:10;69,78;Wednesday;8;1;4,4;2;Foggy;High;;Completed
5f643de4-badc-44ae-bfe9-9dc6eab7675b;2570;3570;Jessica Martinez;Christinaberg;New Daleshire;2025-01-01 00:00:02;2025-01-01 01:36:13;74,13;Wednesday;0;0;4,2;3;Rainy;Low;Driver requested offline trip;Completed
50d0abdd-18b9-4841-8aa5-85a18b800c91;2571;3571;Daniel Anderson;Port Kendra;Lake Andrewshire;2025-01-01 02:43:13;2025-01-01 03:25:24;23,01;Wednesday;2;0;4,4;0;Foggy;Low;Traffic conditions;Completed
29b76ccc-aeaa-4dfd-a2ba-bf56f2d5c859;2572;3572;Daniel Anderson;Keithtown;Gonzalezton;2025-01-01 09:45:26;2025-01-01 09:45:26;26,01;Wednesday;9;1;3,8;5;Foggy;High;Driver requested offline trip;Completed
6eaa1c12-f87f-4ed8-beba-a9fec84f62cc;2573;3573;Sophia Harris;Chaseton;East Paulside;2025-01-01 09:39:51;2025-01-01 11:19:45;23,1;Wednesday;9;1;4,6;0;Foggy;High;Other;Completed
5842277e-c1c4-4329-883a-44e09005fba9;2574;3574;Daniel Anderson;Prestonton;East Paulfort;2025-01-01 08:54:17;2025-01-01 08:54:17;51,76;Wednesday;8;1;4,8;0;Rainy;High;;Cancelled
5ae09eea-38e5-4ae0-b565-2105cfd1f77d;2575;3575;John Smith;North Joshua;Port Kevinport;2025-01-01 08:34:27;2025-01-01 08:34:27;74,0;Wednesday;8;1;3,8;0;Foggy;High;Other;Completed
4f59fdd3-b3cb-429e-8419-548df3f30e45;2576;3576;Michael Brown;Jameshaven;Smithport;2025-01-01 04:19:55;2025-01-01 10:42:30;37,1;Wednesday;4;0;3,6;2;Stormy;Low;Customer no-show;Completed
