Ride_ID,Driver_ID,Customer_ID,Pickup_Location,Dropoff_Location,Ride_Start_Time,Ride_End_Time,Cancellation_Status,Cancellation_Reason,Ride_Fare,Day_of_Week,Hour_of_Day,Peak_Hours,Driver_Rating,Past_Cancellations,Weather_Condition,Traffic_Condition,Driver_Name
27984a00-88dc-4f63-830c-bbf1cdb372b3,3964,4964,Popeland,Lake Toddshire,2025-01-01 04:09:10,2025-01-01 04:44:29,Completed,Traffic conditions,30.94,Wednesday,4,0,5.0,2,Clear,Low,Michael Brown
ea5c9093-ceb2-49ab-8894-04087bdfcb30,4099,5099,Lindaview,Mirandaland,2025-01-01 01:16:03,2025-01-01 12:00:39,Completed,Driver requested offline trip,12.05,Wednesday,1,0,3.5,1,Foggy,Low,Michael Brown
dbb2990c-9c74-4adf-94dd-73e44bc1ed26,6876,7876,New Lauramouth,South Karenside,2025-01-01 03:32:09,2025-01-01 09:56:27,Completed,,68.35,Wednesday,3,0,3.9,0,Stormy,Low,Laura Thomas
30b0fb02-a105-4627-a9c1-169103b2bb7d,5457,6457,East Lauraport,Theresabury,2025-01-01 07:20:48,2025-01-01 07:20:48,Completed,Customer no-show,42.63,Wednesday,7,1,4.5,3,Clear,High,Michael Brown
00b5c33d-3f40-4085-a25f-0cc27fb074f0,5541,6541,Port Gabriellachester,North Kyle,2025-01-01 04:07:02,2025-01-01 11:38:24,Completed,,34.04,Wednesday,4,0,3.8,0,Rainy,Low,David Wilson
7a6d7b60-8a93-4775-9082-c50a7eb1676f,6769,7769,Sandersshire,North Judyville,2025-01-01 02:51:53,2025-01-01 06:07:10,Completed,Driver requested offline trip,76.81,Wednesday,2,0,3.9,4,Rainy,Low,Jessica Martinez
b29eb6ed-6a87-4b6f-93a0-25066f66e944,2103,3103,Fieldsside,West Michael,2025-01-01 00:31:20,2025-01-01 04:09:09,Completed,Customer no-show,24.91,Wednesday,0,0,4.8,2,Stormy,Low,John Smith
1b33397d-1f64-4fe0-ac02-02a68f424180,6066,7066,New Thomas,Andreamouth,2025-01-01 01:24:49,2025-01-01 10:15:29,Completed,Driver requested offline trip,52.99,Wednesday,1,0,3.6,3,Clear,Low,David Wilson
fd78a3bc-9540-4760-8659-c9afcc94e08a,5518,6518,Santosland,North Mary,2025-01-01 05:35:47,2025-01-01 12:50:56,Completed,Traffic conditions,71.54,Wednesday,5,0,4.8,3,Stormy,Low,Emily Johnson
eef82b1c-973f-4b04-9d33-583f29a797f8,5163,6163,Jasonfort,West Kristenshire,2025-01-01 02:43:02,2025-01-01 03:41:43,Cancelled,,51.88,Wednesday,2,0,4.3,5,Stormy,Low,Emily Johnson
a894db93-6cf6-4474-b85f-44aa63a1f5f7,1195,2195,Adamshaven,Lake Stephanie,2025-01-01 01:19:46,2025-01-01 06:42:25,Completed,,18.18,Wednesday,1,0,4.0,1,Clear,Low,David Wilson
eada6c3b-0867-4ee1-93e6-1793982150f9,1616,2616,South Crystalfort,North Alexander,2025-01-01 11:40:12,2025-01-01 11:40:12,Completed,Driver requested offline trip,29.77,Wednesday,11,0,4.9,5,Rainy,Medium,Emily Johnson
b7ed28f6-93d0-411a-b713-4ad6bbaf218c,1644,2644,Matthewmouth,Rebeccaport,2025-01-01 10:52:41,2025-01-01 10:52:41,Completed,Driver requested offline trip,31.88,Wednesday,10,1,4.0,3,Rainy,Medium,Emily Johnson
251bd890-4c17-4785-9ccd-b1ecda1880f0,5310,6310,Ryanton,East Ashley,2025-01-01 03:21:57,2025-01-01 11:05:14,Completed,Customer no-show,47.42,Wednesday,3,0,4.7,0,Stormy,Low,John Smith
1aeb2a33-ca44-4e29-be8f-527877f27444,4154,5154,West Carlastad,West Marcburgh,2025-01-01 11:50:35,2025-01-01 11:50:35,Cancelled,Driver requested offline trip,95.67,Wednesday,11,0,4.1,2,Stormy,Medium,David Wilson
cab6ec4e-3ee6-4bd5-aecf-b55a3374b013,6071,7071,East Rachelview,Lake Ryan,2025-01-01 06:52:16,2025-01-01 06:52:16,Completed,Traffic conditions,78.02,Wednesday,6,0,4.3,2,Stormy,Low,Sophia Harris
9e5b1b48-8a05-45e6-8177-4fd30b9753a7,1331,2331,Daisystad,Michaelside,2025-01-01 00:56:19,2025-01-01 12:22:23,Completed,Customer no-show,17.05,Wednesday,0,0,4.0,5,Rainy,Low,David Wilson
18cce013-88eb-48ff-ad79-f95228724243,4826,5826,Perezhaven,Jessefort,2025-01-01 11:09:45,2025-01-01 11:32:32,Completed,Traffic conditions,86.86,Wednesday,11,0,3.6,0,Clear,Medium,Sophia Harris
aaeeba2c-6b0d-415c-bdd0-ba0c976f4db8,5516,6516,Craigfort,Masonchester,2025-01-01 09:13:16,2025-01-01 12:13:08,Completed,Traffic conditions,45.7,Wednesday,9,1,4.1,3,Clear,High,Sarah Davis
cb640d91-2d5d-43a3-9a0a-1a3dfc14455a,4114,5114,Lake Joshua,Danielbury,2025-01-01 00:06:24,2025-01-01 12:52:16,Completed,,41.43,Wednesday,0,0,3.6,0,Foggy,Low,Jessica Martinez
c2ab8bcf-56f9-4d3e-9d93-b56c2d3a1245,6366,7366,Guerrerobury,Port Denisehaven,2025-01-01 00:07:07,2025-01-01 02:22:47,Completed,Traffic conditions,24.15,Wednesday,0,0,5.0,5,Foggy,Low,David Wilson
3e8c2306-97d0-4074-80f7-38153906b94f,1484,2484,Michaelburgh,Port Kristine,2025-01-01 03:45:15,2025-01-01 07:21:35,Cancelled,,11.31,Wednesday,3,0,4.4,2,Stormy,Low,Michael Brown
316ed089-1217-4c36-8074-236836213e39,6198,7198,West Debra,Wangberg,2025-01-01 00:43:25,2025-01-01 08:20:07,Cancelled,,88.62,Wednesday,0,0,3.6,5,Stormy,Low,Jessica Martinez
9f8af8ef-7cb6-45de-8acb-3927297ce21a,3672,4672,West Troy,West Elizabethhaven,2025-01-01 02:55:12,2025-01-01 12:38:07,Cancelled,Driver requested offline trip,7.23,Wednesday,2,0,4.1,0,Stormy,Low,Michael Brown
e4f9b2cc-181e-4825-9e0c-c77bfc241adb,3060,4060,Abbottfort,Lake Derrickmouth,2025-01-01 09:15:51,2025-01-01 09:15:51,Completed,Customer no-show,72.8,Wednesday,9,1,4.3,4,Foggy,High,Laura Thomas
d95b0f0e-3e45-40c0-8f7c-8da0f453c5dd,5679,6679,North Johnside,Bradleystad,2025-01-01 06:02:57,2025-01-01 11:41:55,Cancelled,Traffic conditions,48.66,Wednesday,6,0,4.5,4,Rainy,Low,Michael Brown
ec40d5c8-10c3-4087-b021-9af16dcb75ff,1033,2033,Millerhaven,Lake Natalie,2025-01-01 05:55:40,2025-01-01 08:13:59,Cancelled,,10.59,Wednesday,5,0,3.6,4,Rainy,Low,Emily Johnson
45d6af17-7926-4beb-b63e-af41539a3075,1665,2665,Port Lauren,Harrisshire,2025-01-01 04:25:47,2025-01-01 04:25:47,Cancelled,Customer no-show,34.46,Wednesday,4,0,3.7,4,Clear,Low,Daniel Anderson
22f01c6a-2773-4cb3-b655-c60fd6e95f50,6160,7160,Kathytown,Scottfurt,2025-01-01 06:04:22,2025-01-01 06:04:22,Cancelled,Driver requested offline trip,73.69,Wednesday,6,0,3.8,1,Foggy,Low,James White
854de5cd-d00e-4418-8d35-173eace5ccfc,5183,6183,East John,West Kimberly,2025-01-01 04:49:20,2025-01-01 04:49:20,Completed,Customer no-show,82.17,Wednesday,4,0,4.5,1,Stormy,Low,Sophia Harris
41a9c98b-ecda-41c3-ace1-643fa00bca2c,2445,3445,Jessicaburgh,South Miguel,2025-01-01 00:06:42,2025-01-01 02:16:31,Completed,,55.49,Wednesday,0,0,4.8,3,Foggy,Low,Emily Johnson
82adda6e-0524-495f-8794-1ebb75ff2c45,3400,4400,West John,Port Thomas,2025-01-01 03:04:52,2025-01-01 09:27:52,Completed,Traffic conditions,31.27,Wednesday,3,0,4.5,2,Stormy,Low,David Wilson
a91f9459-dd6f-40a7-8ccf-32c10a72220f,3442,4442,North Donaldbury,Lake Anneland,2025-01-01 04:32:10,2025-01-01 09:41:55,Completed,,46.29,Wednesday,4,0,4.3,1,Foggy,Low,Jessica Martinez
6721abda-9ca2-4da6-a68e-b046420f9749,6853,7853,Hooverchester,Joanburgh,2025-01-01 07:09:37,2025-01-01 09:03:01,Completed,Other,37.6,Wednesday,7,1,4.8,5,Stormy,High,John Smith
579093a2-612b-46f0-aa84-948d46a67927,2706,3706,North Shawn,Daughertymouth,2025-01-01 05:49:06,2025-01-01 05:49:06,Cancelled,Driver requested offline trip,21.59,Wednesday,5,0,3.7,1,Stormy,Low,David Wilson
7cd5e9d0-8d31-4934-a96f-dae610b26095,6983,7983,Steventon,Sarahland,2025-01-01 08:08:52,2025-01-01 08:08:52,Completed,Other,60.42,Wednesday,8,1,4.9,0,Clear,High,James White
30502dc8-4b45-4683-94c0-95af6729edcb,3851,4851,Juanburgh,Port Donna,2025-01-01 01:51:06,2025-01-01 09:03:11,Completed,Driver requested offline trip,17.66,Wednesday,1,0,4.5,2,Clear,Low,Laura Thomas
82af8608-2e6f-4c68-8c8f-ee7f2500d4ee,6502,7502,Lewistown,Lawsonland,2025-01-01 07:19:01,2025-01-01 07:19:01,Completed,Other,62.88,Wednesday,7,1,3.6,0,Rainy,High,David Wilson
b30bc97b-da15-4ebd-8c51-55a950902e28,3278,4278,Frederickberg,East Kaylamouth,2025-01-01 12:25:53,2025-01-01 12:25:53,Completed,Driver requested offline trip,74.31,Wednesday,12,0,4.3,1,Clear,Medium,Daniel Anderson
fda482d9-4f3e-4ed6-a6ad-e0248b3867d0,2402,3402,Debrachester,South Paul,2025-01-01 09:26:50,2025-01-01 12:21:18,Cancelled,Traffic conditions,8.71,Wednesday,9,1,3.8,1,Stormy,High,Daniel Anderson
a1cb4fac-0e22-49d9-b023-5b6c30d85b7f,6549,7549,Bryanland,New Josephville,2025-01-01 01:11:45,2025-01-01 05:21:15,Completed,,26.9,Wednesday,1,0,3.9,0,Rainy,Low,Sophia Harris
38da7284-d5ee-47b1-9245-ccbbe2a6ed42,1171,2171,South Jonathan,Perezchester,2025-01-01 06:32:39,2025-01-01 12:10:48,Completed,Customer no-show,8.27,Wednesday,6,0,4.5,3,Rainy,Low,Emily Johnson
1367233c-ae5b-45b7-a5ae-6da78186825f,1541,2541,Lake James,Sethview,2025-01-01 12:09:21,2025-01-01 12:09:21,Cancelled,,72.21,Wednesday,12,0,4.9,1,Rainy,Medium,John Smith
4e00d841-2121-4313-8712-04c36bb83a81,6466,7466,Miguelmouth,Gordonborough,2025-01-01 03:17:10,2025-01-01 12:02:03,Completed,,49.81,Wednesday,3,0,4.3,1,Foggy,Low,Sarah Davis
fce6954e-44d7-4d00-b87a-f56c94dc1a61,5606,6606,Christinaside,Norrisport,2025-01-01 03:26:12,2025-01-01 04:00:30,Completed,Driver requested offline trip,33.01,Wednesday,3,0,4.8,4,Foggy,Low,Michael Brown
040eb423-0520-43bd-8b87-01666bf09363,3459,4459,North Micheleborough,Johnborough,2025-01-01 08:04:17,2025-01-01 08:41:20,Completed,Customer no-show,64.18,Wednesday,8,1,4.2,2,Foggy,High,Emily Johnson
44f0c320-c9c2-46c5-978b-a921caf385ee,4909,5909,East Michael,East Joseph,2025-01-01 04:22:43,2025-01-01 11:14:57,Completed,Driver requested offline trip,10.78,Wednesday,4,0,4.4,5,Clear,Low,David Wilson
86893059-62bf-40ef-aa95-8298058f10e5,1675,2675,South Amanda,North Bettyport,2025-01-01 04:12:49,2025-01-01 05:08:51,Completed,Traffic conditions,19.42,Wednesday,4,0,4.1,0,Clear,Low,Michael Brown
77223957-0a61-4b95-9ac6-c7785a2f5fd0,3919,4919,West Tyrone,North Lindsay,2025-01-01 05:09:23,2025-01-01 12:41:50,Completed,Traffic conditions,66.91,Wednesday,5,0,4.1,5,Stormy,Low,John Smith
1f9b5155-3653-44ac-9ea2-3583b514cd40,5077,6077,Gordonland,Anntown,2025-01-01 04:27:47,2025-01-01 06:22:22,Completed,Traffic conditions,19.92,Wednesday,4,0,4.1,4,Stormy,Low,Michael Brown
0f75183f-085a-4c82-8688-9f8049c36aca,2816,3816,Lake Brandimouth,East Tyler,2025-01-01 03:35:21,2025-01-01 03:35:21,Completed,,53.64,Wednesday,3,0,5.0,2,Foggy,Low,James White
9e5c74c9-a5d7-477d-9ffb-80d73eafc8da,3555,4555,Lake Rebecca,Paulaberg,2025-01-01 09:46:13,2025-01-01 11:34:35,Cancelled,Driver requested offline trip,68.81,Wednesday,9,1,3.6,2,Foggy,High,Jessica Martinez
c54c0e93-f41d-463a-a4b3-779911e861ab,3101,4101,Rosefurt,East Brenda,2025-01-01 12:01:26,2025-01-01 12:01:26,Completed,Driver requested offline trip,93.13,Wednesday,12,0,4.9,3,Rainy,Medium,Sophia Harris
b32da097-48c8-4e9d-9c81-8c549eaeb18f,4126,5126,Rachelland,Lake Amyport,2025-01-01 01:39:33,2025-01-01 07:32:13,Cancelled,Customer no-show,29.3,Wednesday,1,0,4.4,5,Rainy,Low,Laura Thomas
a84c8cdb-4633-4027-b3e0-2db82315b518,6494,7494,Kington,Lake Emilyhaven,2025-01-01 03:18:50,2025-01-01 05:58:56,Completed,,7.31,Wednesday,3,0,3.9,3,Stormy,Low,David Wilson
c66b4a4c-3222-4b26-9b14-3747d1f3ccd7,3102,4102,Parkerport,Griffinland,2025-01-01 00:04:43,2025-01-01 02:51:23,Cancelled,Customer no-show,29.86,Wednesday,0,0,4.3,5,Foggy,Low,Daniel Anderson
7ed19142-ad76-47c4-9e18-ddf5ddf2c66c,6081,7081,New Philipport,Morganstad,2025-01-01 03:50:29,2025-01-01 12:09:52,Cancelled,Driver requested offline trip,58.63,Wednesday,3,0,3.6,3,Foggy,Low,Emily Johnson
d344fd17-9603-4d10-81a4-c49b9c0a85b7,3804,4804,Dennisshire,Jamesfurt,2025-01-01 00:59:12,2025-01-01 00:59:12,Cancelled,Driver requested offline trip,65.6,Wednesday,0,0,4.9,2,Foggy,Low,Laura Thomas
689be447-f280-4696-a87a-70c6513fc5be,2549,3549,Harrishaven,North Crystal,2025-01-01 04:08:23,2025-01-01 04:08:23,Cancelled,,67.72,Wednesday,4,0,3.6,4,Stormy,Low,Daniel Anderson
4f5e39de-9b3e-4b6f-aa51-f965fb3f8cc4,5751,6751,New Kelsey,South Elizabeth,2025-01-01 05:54:04,2025-01-01 10:48:05,Cancelled,Driver requested offline trip,65.99,Wednesday,5,0,4.0,0,Clear,Low,David Wilson
30aab944-87c8-47f3-895f-a3f49b752cc0,5851,6851,Nicholsonstad,Cunninghamtown,2025-01-01 07:33:29,2025-01-01 07:33:29,Cancelled,Customer no-show,50.27,Wednesday,7,1,5.0,5,Foggy,High,Jessica Martinez
ae873fbd-3099-4464-8160-2cb0cbd9762b,1356,2356,Jonstad,Christinefurt,2025-01-01 08:03:15,2025-01-01 08:03:15,Cancelled,Driver requested offline trip,67.14,Wednesday,8,1,4.5,2,Clear,High,Michael Brown
d74b476e-87a4-41d5-bab5-7866cc556181,3641,4641,Jessicahaven,Barrmouth,2025-01-01 10:34:59,2025-01-01 10:34:59,Completed,Traffic conditions,26.43,Wednesday,10,1,3.9,4,Foggy,Medium,James White
ba2cc8b1-284f-4223-8a81-75e977055d7d,5170,6170,North Holly,Johnfurt,2025-01-01 01:47:23,2025-01-01 07:58:10,Completed,Traffic conditions,31.5,Wednesday,1,0,3.6,4,Stormy,Low,Sophia Harris
9e93768a-5a4c-4608-b7c6-555a233efd8b,5677,6677,Moraleschester,Smithstad,2025-01-01 09:20:03,2025-01-01 09:20:03,Cancelled,Driver requested offline trip,52.45,Wednesday,9,1,3.6,1,Rainy,High,Laura Thomas
f24b41f8-6cb6-4734-8b38-aeb14b089914,6310,7310,Port Katie,West Kimberlyland,2025-01-01 04:20:57,2025-01-01 04:55:54,Completed,,32.01,Wednesday,4,0,4.8,4,Clear,Low,John Smith
a6b4e726-22c4-4bbd-8927-87f23c609b8e,5274,6274,North James,East Daniel,2025-01-01 09:41:14,2025-01-01 11:13:53,Completed,Other,82.52,Wednesday,9,1,4.2,5,Clear,High,John Smith
c7f6b7bd-a09c-4d20-8076-1a88e65d9dc1,2052,3052,East Jamie,Lake Kyleport,2025-01-01 01:24:17,2025-01-01 10:24:41,Cancelled,Traffic conditions,60.22,Wednesday,1,0,4.3,4,Clear,Low,James White
4baa72e3-8bd3-4cd8-afc4-d3a723cd0741,3322,4322,West Ericfurt,Elliotttown,2025-01-01 04:59:37,2025-01-01 11:09:57,Completed,Driver requested offline trip,85.5,Wednesday,4,0,4.6,5,Foggy,Low,James White
c51e2d20-9985-4cd6-b96c-1e2121ac3bdc,5329,6329,North Michael,Zacharyburgh,2025-01-01 09:08:50,2025-01-01 09:08:50,Completed,Driver requested offline trip,58.33,Wednesday,9,1,3.6,4,Clear,High,James White
cfe0ec93-c689-4d1e-b385-964b3598281f,4920,5920,Port Michael,Blackwellchester,2025-01-01 00:04:05,2025-01-01 11:57:03,Completed,Customer no-show,9.47,Wednesday,0,0,4.7,2,Clear,Low,David Wilson
a99ab41b-7cb9-412d-a911-9d8ccc9ef538,2752,3752,New Jeremyfurt,Jonathanfort,2025-01-01 03:03:31,2025-01-01 04:49:58,Cancelled,Customer no-show,17.32,Wednesday,3,0,3.8,2,Stormy,Low,Michael Brown
35476edc-e80b-426a-a3a5-bc110efc81bd,3465,4465,Wardfurt,Williamfurt,2025-01-01 06:55:09,2025-01-01 06:55:09,Cancelled,Traffic conditions,16.2,Wednesday,6,0,4.4,1,Foggy,Low,Sarah Davis
8b3031fb-b604-4700-93fb-7abfb593c063,2773,3773,Samanthatown,South Sandra,2025-01-01 05:55:00,2025-01-01 10:27:33,Completed,Driver requested offline trip,20.47,Wednesday,5,0,4.8,0,Stormy,Low,Jessica Martinez
fa05a664-137f-4dc8-a2f9-f11b04f4dfb2,2197,3197,Josephfurt,Vaughanton,2025-01-01 00:03:02,2025-01-01 09:21:13,Completed,Driver requested offline trip,79.36,Wednesday,0,0,5.0,0,Stormy,Low,Jessica Martinez
57900668-e0bf-4728-b2a6-3159d71b9fb2,2879,3879,Garciamouth,Richardhaven,2025-01-01 07:24:21,2025-01-01 07:24:21,Completed,Traffic conditions,95.52,Wednesday,7,1,3.9,4,Rainy,High,John Smith
ac3d43bd-65c0-40a0-9d58-2b77ea00ac75,3017,4017,Johnsonside,Blackton,2025-01-01 01:39:36,2025-01-01 09:38:18,Cancelled,Driver requested offline trip,20.13,Wednesday,1,0,4.0,5,Foggy,Low,Jessica Martinez
d5c49ab2-49fd-4b13-84d0-6df5e3028eee,3006,4006,Elizabethburgh,Stephenstown,2025-01-01 12:41:25,2025-01-01 12:41:25,Completed,Traffic conditions,94.42,Wednesday,12,0,4.6,3,Foggy,Medium,John Smith
afa0915b-8d45-47c0-b4d9-30c82d0e4ee8,5076,6076,Murphyview,Lake Jeffrey,2025-01-01 09:47:53,2025-01-01 10:53:27,Completed,Customer no-show,50.9,Wednesday,9,1,4.4,0,Foggy,High,Daniel Anderson
49b44c10-8ffc-4d9c-aa19-52afccb32829,2483,3483,Jasonbury,Lake David,2025-01-01 04:32:19,2025-01-01 10:38:24,Completed,Customer no-show,43.84,Wednesday,4,0,4.3,4,Rainy,Low,David Wilson
c9d1f6a8-7477-4354-9ed1-9010d1cce4d8,1329,2329,South Hannahhaven,Lake Michaelville,2025-01-01 00:14:48,2025-01-01 12:20:21,Completed,Driver requested offline trip,16.88,Wednesday,0,0,4.1,5,Clear,Low,Sophia Harris
7ed05b0d-e895-4329-8a0a-165ea288d280,1649,2649,Davidhaven,Timothyhaven,2025-01-01 01:54:53,2025-01-01 08:37:55,Cancelled,Driver requested offline trip,31.53,Wednesday,1,0,4.7,1,Clear,Low,Sarah Davis
7d91e4f6-59bf-4fb4-afeb-cc70745067b5,3895,4895,Lake Robinmouth,Stephenmouth,2025-01-01 03:30:06,2025-01-01 05:45:39,Completed,Traffic conditions,49.9,Wednesday,3,0,3.7,2,Clear,Low,Laura Thomas
3b7375c5-02c3-47c3-8550-4c4e49804d85,2124,3124,Michellebury,East James,2025-01-01 09:10:42,2025-01-01 09:10:42,Completed,Customer no-show,22.67,Wednesday,9,1,4.7,1,Clear,High,James White
09d35776-18f1-4ec3-b104-f70450935e77,3777,4777,Keithborough,Lake Crystalside,2025-01-01 01:43:23,2025-01-01 05:56:13,Completed,Customer no-show,7.16,Wednesday,1,0,3.6,5,Foggy,Low,Sophia Harris
44883977-3fa2-4bdc-a61d-7626565e1115,3961,4961,Allenview,Lisamouth,2025-01-01 07:57:31,2025-01-01 11:06:58,Completed,,23.15,Wednesday,7,1,3.8,4,Rainy,High,Sarah Davis
5850896e-0af1-4da3-a308-c007379ccb93,4456,5456,West Roger,Jenniferhaven,2025-01-01 00:40:23,2025-01-01 01:01:45,Completed,Driver requested offline trip,79.54,Wednesday,0,0,3.8,3,Rainy,Low,John Smith
39ccb00f-4946-498b-87ff-31dd9d03adf5,3844,4844,West Katherineborough,North Kathleen,2025-01-01 10:12:47,2025-01-01 10:12:47,Completed,Customer no-show,53.93,Wednesday,10,1,4.9,3,Foggy,Medium,James White
3cc11b99-8c42-48b1-a559-548381b948e9,4090,5090,West Michaelstad,Port Stephaniemouth,2025-01-01 11:34:37,2025-01-01 11:34:37,Completed,Other,41.39,Wednesday,11,0,3.9,0,Rainy,Medium,Sophia Harris
bc987d94-da3e-4eb8-84f7-71b3b2d84df7,6022,7022,North Natalie,Walterside,2025-01-01 09:52:58,2025-01-01 09:52:58,Completed,,63.28,Wednesday,9,1,4.2,3,Foggy,High,Laura Thomas
62e759bf-aa21-4c94-9276-3b23d850e3c7,2260,3260,North Stacy,Roberttown,2025-01-01 12:05:17,2025-01-01 12:05:17,Completed,,56.89,Wednesday,12,0,4.4,1,Rainy,Medium,Michael Brown
a60b1579-08f9-43ca-a354-6976f708d58a,5315,6315,Smithside,Benjaminland,2025-01-01 04:46:12,2025-01-01 04:46:12,Completed,Customer no-show,12.94,Wednesday,4,0,5.0,5,Stormy,Low,Daniel Anderson
3bd61f49-ccfc-4e3e-b76b-04c16b8a03a4,4412,5412,Port Spencer,New Melissa,2025-01-01 12:58:19,2025-01-01 12:58:19,Completed,Customer no-show,55.16,Wednesday,12,0,3.7,0,Rainy,Medium,James White
3846edf2-7cd7-49f1-a66e-cfd279ce3dc8,5620,6620,Dawnborough,New Patriciafort,2025-01-01 10:02:50,2025-01-01 11:34:14,Completed,Driver requested offline trip,45.89,Wednesday,10,1,4.8,3,Rainy,Medium,Emily Johnson
b3fa14cc-9e08-43da-b4fa-642e54ca64b7,2520,3520,Lindsayfurt,Port Susanhaven,2025-01-01 08:41:03,2025-01-01 12:10:16,Completed,,64.75,Wednesday,8,1,4.9,4,Clear,High,Emily Johnson
403791f5-dd10-413f-9a45-dd14ac86e4bd,2379,3379,Jessicamouth,Port Paulburgh,2025-01-01 09:42:13,2025-01-01 09:42:13,Completed,Driver requested offline trip,81.67,Wednesday,9,1,4.0,3,Foggy,High,John Smith
eac4ecbb-e3b4-46ea-b7bc-fb45464e95ba,5382,6382,South Danielland,East Courtney,2025-01-01 12:39:51,2025-01-01 12:39:51,Completed,Customer no-show,79.1,Wednesday,12,0,3.6,5,Stormy,Medium,David Wilson
52263e31-3989-499c-95da-301cbca926d6,2024,3024,North Zachary,South Joshua,2025-01-01 02:27:46,2025-01-01 02:27:46,Completed,Customer no-show,24.1,Wednesday,2,0,5.0,5,Clear,Low,James White
913091aa-0bd3-4f19-81a3-c03d71696a65,3877,4877,Ayerston,South Linda,2025-01-01 07:21:21,2025-01-01 07:21:21,Completed,Traffic conditions,92.7,Wednesday,7,1,4.2,3,Stormy,High,David Wilson
ec86e256-e3df-4a70-bc66-429eb8144bc5,5554,6554,West Jaredborough,West Jeremiah,2025-01-01 07:28:49,2025-01-01 07:28:49,Completed,Driver requested offline trip,98.99,Wednesday,7,1,4.8,2,Rainy,High,Sophia Harris
fc386ad5-1540-4ee1-9638-9b8cbdd7d93b,5796,6796,Royhaven,Christopherland,2025-01-01 08:06:31,2025-01-01 08:06:31,Completed,,70.01,Wednesday,8,1,4.0,4,Foggy,High,Daniel Anderson
5e14e73b-df51-446f-bd26-e3bc56362ac8,1913,2913,South Maryburgh,Marissahaven,2025-01-01 01:30:36,2025-01-01 02:00:41,Cancelled,,48.31,Wednesday,1,0,4.4,1,Rainy,Low,Sophia Harris
b1870419-3ce6-4d7e-9c32-e65fb4eab814,5039,6039,Haleyfurt,East Tonya,2025-01-01 01:41:50,2025-01-01 12:47:52,Completed,,43.8,Wednesday,1,0,4.5,3,Rainy,Low,Sarah Davis
a9768c33-490f-492e-b2eb-8fbf8822d0d3,2676,3676,East Jeremy,Matthewmouth,2025-01-01 10:01:40,2025-01-01 10:01:40,Completed,Customer no-show,62.74,Wednesday,10,1,4.0,2,Clear,Medium,Michael Brown
fceb72ba-b342-40e1-8ed5-e9fd25f6cce5,2747,3747,Scotthaven,New Robertberg,2025-01-01 10:43:26,2025-01-01 10:43:26,Completed,Traffic conditions,9.94,Wednesday,10,1,3.5,2,Rainy,Medium,Emily Johnson
77f786f0-f4a5-43f4-8816-c380e0bdea94,3971,4971,Fowlerfurt,Craigtown,2025-01-01 08:24:42,2025-01-01 08:24:42,Completed,Customer no-show,87.95,Wednesday,8,1,4.1,4,Foggy,High,Daniel Anderson
9ce5573f-b569-4368-91f4-0d6019a4ad4e,2737,3737,Lake Suzanne,Joshuaborough,2025-01-01 09:54:51,2025-01-01 09:54:51,Completed,,47.07,Wednesday,9,1,4.2,0,Stormy,High,John Smith
18cc2f0c-4636-4dc0-8660-f6dd68f6044f,2630,3630,New Scotthaven,East Julia,2025-01-01 03:03:09,2025-01-01 10:18:30,Cancelled,Traffic conditions,60.69,Wednesday,3,0,4.2,3,Clear,Low,Daniel Anderson
e1ce2629-73ff-4ddb-ba62-d19ab0b60a66,5320,6320,Colleenbury,Hannahtown,2025-01-01 11:34:47,2025-01-01 11:34:47,Completed,,85.91,Wednesday,11,0,4.3,5,Foggy,Medium,Daniel Anderson
c0833cc1-f566-4eeb-875a-13a5d8ba8cee,1431,2431,Robertsonburgh,Lake Stephaniemouth,2025-01-01 00:11:25,2025-01-01 00:56:29,Completed,Customer no-show,88.1,Wednesday,0,0,3.7,5,Foggy,Low,James White
10061b23-484e-4756-a3c1-600d524a21c7,2809,3809,Deborahbury,North Reneefurt,2025-01-01 04:34:45,2025-01-01 07:52:51,Completed,Traffic conditions,43.22,Wednesday,4,0,3.8,0,Foggy,Low,Laura Thomas
ba64212a-adfd-4867-aa8e-639a5b42f935,4528,5528,Padillamouth,Douglasshire,2025-01-01 08:46:35,2025-01-01 08:46:35,Completed,Driver requested offline trip,29.55,Wednesday,8,1,4.6,5,Stormy,High,Emily Johnson
f833cffb-a009-42c7-89cb-cd89c0d95dcd,3388,4388,New Elijah,North Erichaven,2025-01-01 02:27:41,2025-01-01 03:17:14,Completed,Driver requested offline trip,46.01,Wednesday,2,0,4.4,3,Rainy,Low,Jessica Martinez
2679caf8-253c-42c2-89e1-7136e5916b59,4403,5403,South Michaelshire,New Tracy,2025-01-01 05:20:11,2025-01-01 12:57:27,Cancelled,,69.97,Wednesday,5,0,5.0,2,Stormy,Low,James White
8895cbac-c130-40c3-ad6a-49e944a9393d,4481,5481,Wilkinsonland,Cookborough,2025-01-01 09:12:15,2025-01-01 09:12:15,Completed,Traffic conditions,38.32,Wednesday,9,1,3.7,5,Rainy,High,Jessica Martinez
e3ee828a-3247-46c4-ba42-400989f37244,6707,7707,Harriston,New Kirk,2025-01-01 10:25:13,2025-01-01 10:25:13,Completed,Driver requested offline trip,9.04,Wednesday,10,1,4.8,1,Clear,Medium,Sophia Harris
